"Internal ID","Use Case filename#long","#href","Summarized by","Summary Date#date","Title","Domain Keywords#multi","EC Science Themes#multi","Interdisciplinarity (Low, Med, High)","Overall Goal#long","Main CI Challenges#long","Data Discovery Challenges#long","Data Types and Formats#long","Software Used#long","Standards Used","Additional Information#long","Internal notes#long","","","","","","","","","","","","","","","","","","","","","","","","#img","#name"
"45","https://drive.google.com/open?id=1ABkU_25GUjoRQrtNQu0-MbSnw24wYZW1Wat1h5UJDuw","","LK","9/13/2016","Finding data for sediment transport rate field studies and related resources (DDH)","Hydrology|Earth surface processes","Predictions","Low","�Better understanding of the relationship between stream flow and bedload sediment transport rates. \n\n�Flood hazard mitigiation and better understanding of longer term river evolution\n","- Ontologies are not built out effectively�including the vocabulary necessary for the queries\n- Processing queries requires concept expansion through an ontology. \n- Quite simply the sedimentary geosciences community is learning how to make these datasets available for wider use\n- Conversations between the data producers and the data publishers has started, but is not complete yet\n- In steps 4 and 5 of the basic workflow, the predicate �is close to� is also complicated in detail, because resources that are related to the same catchment area or drainage basin as the sediment transport result from step 1 would be of interest at much greater distance than studies that were not so associated. \n","There are portals for very close data but not exactly what this use case is seeking. We�re focused on bedload sediment. USGS is one producer of the data, and there are many others, but we need help aggregating these separate sources and users in order to make them effective over the longer term.\n\n","Data Sources/Repositories:\n   �USGS databases (but this is mostly for suspended sediment as opposed to bedload sediment)\n   �Disparate, small databases that are not linked because they are on personal servers or FTP sites\n\nData Formats\n   �CSV and text files are the norm\n   �For the smaller databases, something like a text format\n   �Volume (size)\n   �Non-seismic data is pretty small; on the order of megabytes handful","OGC Geography Markup Language (GML)","OGC O&M","Is a DDH use case - more information in the DDH workshop notes","",,,,,,,,,,,,,,,,,,,,,,,,"aquamarine","Finding data for sediment transport rate field studies and related resources (DDH)"
"14","https://docs.google.com/document/d/1zkSibtOXw2YOPdbTyPO_e-VQrzVe9tWPtA70zO32NJI/edit","","LK ","8/24/2016","Cenozoic cetacean diversity","Biogeosciences|Paleoceanography","Long-term trends","Low to medium","To compile all existing data on cetacean diversity through the Cenozoic, in order to understand what drives diversity patterns. \n","Potential solution by EarthCube: Time and location is what links everything together, and can be used to link datasets together. Every sample has coordinates and can be traced to a time period. If EarthCube could help with developing some kind of database to help resolve the chronologic challenges in his work (e.g. developing a geologic chronologic database.)\n- Sustainability\n- time investment required to enter the data, data cleaning","He used a crowd-sourced database - Paleobiology -- for paleontology to manage and organize the data. 387 people have contributed.\n\nDD challenges - Maintenance model - time investment required to enter the data, data cleaning (does GeoDeepDive offer any lessons?); completeness, sustainability, accuracy\n","*.csv\nJust working with text documents. \n\n","R\nExcel\nAdobe Illustrator","None","","This person is asking EC to help synchronize time and place between�data sources",,,,,,,,,,,,,,,,,,,,,,,,"forest_green","Cenozoic cetacean diversity"
"9","Moorea Coral Reef LTER_Edmunds.docx","","KS","8/17/2016","Moorea Coral Reef LTER","Community ecology|Marine ecology|Ecosystem science|Coral reefs","Long-term trends|Sources of variability","Med","To document changes in coral communities over different time scales, including multi-decadal, and understand the causes;  what is changing and why, and what is the vulnerability/resilience of coral reefs to different disturbances.","- remote field site with limited electricity & internet. Data must be moved off the island on physical storage media. \n- Need some kind of interface software that allows less accomplished computer/software people (like himself) sift through, conceptualize, and access the �fire hose� of data. There is a large chasm between the human capacity to think and make sense of the data, and the capability of the project to generate large quantities of data.\n- funding stability","- Too much data - hard to how to ""sift through, conceptualize, and access"" the huge amount (variety and volume)","- Data Repositories: BCO-DMO (NSF) and the Moorea data management program. Data used in manuscripts are identified with DOIs.\n- Data Sources: most data are field generated, but includes syntheses with other datasets from colleagues for context. Remote sensing, and in-situ field data. \n- Data Types: photos, counts/percent cover data from photos and transects, and measurements from biopsies of coral. On multiple spatial scales (from remotes sensing on thousands of km scale to small). \n- Data Formats: he uses .jpg, are upgrading to RAW proprietary photo format for higher resolution. *.xls, .mat. \n- Data Volume: 10s of GB per year from .jpg photos\n- Data Velocity, Veracity/Qualty: not noted as issue\n","- Analyze data using MATLAB, R, Systat, SPSS, and PRIMER.","- Data used in manuscripts get DOI.\n- They rely on broader scientific domain literature for definitions of benchmarks and best practices for determining the quality of their results and reporting","","",,,,,,,,,,,,,,,,,,,,,,,,"golden","Moorea Coral Reef LTER"
"13","https://docs.google.com/document/d/1Z4r_hwWtPvYo68RnlP8psTuDbkUlY5HF_L9wpTrZHcQ/edit","","LK","8/23/2016","Land Use Monitoring with Unmanned Aircraft Systems (UAS)    ","Atmospheric science|Greenhouse gases","�","Med","To quantify and monitor greenhouse gas emission mitigation efforts in agricultural systems using Unmanned Aircraft Systems (UAS) (e.g., drones), with a current focus on commercial rice farming.\nTo develop UAS capabilities for collecting earth science data, both with high resolution imagery analysis and lightweight gas sensors.\n","�Challenge: Identifying sensors\nIt is difficult to find sensors that are lightweight, small, inexpensive, and collect accurate data. Efforts to overcome challenge: A) They may borrow sensors from other laboratories, B) They will test less desirable sensors (e.g., may not be as accurate) that are affordable to determine if they are appropriate for their science needs, and B) Would be helpful if X-DOMES had a search option to identify sensors according to different requirements. Currently, it is possible to only download metadata about specific sensors. �(i.e. user may want last week's earthquake data from Japan, not sensor 2345.)\n","Data discovery challenges, like CHORDS and CHILL, are about getting the right data from the requisite sensors. It is difficult to get data from the sensors� \n\nRequests: Given that they are still in the design phase and scoping (based on funding) these may well change but hypothetically and ideally:\nPortals:A CHORDS real-time portal for monitoring SSEDD enabled science UAS in an XSEDE Jetstream virtual machine available for anyone to use.A UAS data portal providing access to collected source data (dependant on finding a DAC that is interested in prototyping UAS data hosting - none currently exists)\nDataRaw image files (RAW and JPG, RBG and Infrared bands)Stitched image files (JPG, GeoTiff, *.kml, Emotion project files, .LAS (point cloud), potentially a new open source �stitched image project� file funding dependant)Raw text data logs of gas sensor voltage levels (likely in sensor manufacture proprietary formats)Text based logs of calibrated, error corrected, and unit scaled �gas sensor readings.A multi-dimensional �UAS data sensor output file� - To be determined/evaluated/developed as there currently is no standard way of encapsulating flight telemetry, with instantaneous sensor point data, with multi-channel imagery.Data plots and visualisations - web visualisations(html with D3), GeoTiff, *.kmlVideos (mp4)\n\n\nThe interviewee requested: a search option to identify sensors according to different requirements. Currently, it is possible to only download metadata about specific sensors.��\n","�Data Format: geotiff, LAS, point cloud, *.csv, geojson, \nVolume (size): <5GB\nVelocity �(e.g., real time): Data is collected from each fly over by the UAS\n","Ardupilot\nSSEDD\nOpen options, also Emotion","Ideas for future but not known yet","There's lots more info about potential data formats in the use case.� However, they are not yet sure which ones they'll use, as the project is in early stages.","",,,,,,,,,,,,,,,,,,,,,,,,"golden","Land Use Monitoring with Unmanned Aircraft Systems (UAS)    "
"46","Finding geochemical data and sample metadata to complement investigators� data","","KS","10/17/2016","Finding geochemical data and sample metadata to complement investigators� data (DDH)","Geochemistry|Solid earth geochemistry","State parameters","Med","Compare new major, trace element, and isotopic data from the Arctic to the composition of mid-ocean ridge basalts (MORB) from around the world, by connecting data held in multiple repositories. ","In general: relevant data are held in multiple repositories, cannot be queried across in an integrated way, data are not connected across the repositories (e.g. by IGSN), and cannot be queried on all the aspects desired. ","- Overall, want to discover and access :""A collection of data from PetDB and if possible external datasets, citations for datasets, documents, or related publications, along with any metadata, images, citations, etc. that exist in external resources such as SESAR.""\n- Want to select data from a particular analytic methods (ICP-MS inductively coupled plasma mass spectrometry, and not  from LA-ICP-MS Laser Ablation Inductively Coupled Plasma Mass Spectrometry).\n- wants to find high quality data from specific rare earth elements at specific tectonic features called spreading centers.\n","- Data Sources: field data, sample data, lab analyses of samples\n- Data Types: raw, lab data, pre-digitized and recorded.\n- Data Formats: not specified.\n- Data Repositories: SESAR, PetDB, EarthChem, ""other external databases and online documents, metadata, images, and citations""\n- Data Veracity/Quality: the need to find high quality data was stated, but no indication of whether she has the info she needs to make that determination\n- Data velocity: discrete data (not mentioned as a challenge)\n- Data Volume, Variability not mentioned as challenges","None mentioned","- IGSN for samples (International Geo Sample Number)\n- repository specific data/metadata formats/content","Is a DDH use case - more information in the DDH workshop notes","",,,,,,,,,,,,,,,,,,,,,,,,"golden","Finding geochemical data and sample metadata to complement investigators� data (DDH)"
"18","https://drive.google.com/drive/folders/0B-WQtNtnyJLTaTFXdFpHVWhRRFk","","LK","8/25/2016","Digital Rocks Portal_Prodanovic","Geology","Preconditions?","Med-high","Develop an open source and easy-to-use repository of 3D rock images (called the Digital Rocks Portal � DRP).","- Sustainability of data/images, including web pages and software to communicate with users\n-�Usability/easy browsing\n- Proper image display\n- Lack of standards\n- Many different formats used\n","\n-�Usability/easy browsing\n- Proper image display\n- Lack of standards","- Many formats used. They prefer TIFF","ImageJ\nParaview\nDjango\nDropbox/UTBox\nBitbucket\n","Author and data description standards on datacite.org\nOnes associated with DOIs","(process, not challenges)\nUsing data from the portalGo to the portal. Click on the button to browse through the available projects (e.g., images)Open the data and read the basic parameters to confirm if that data is of interest Quickly visualize the data, and download what is needed. Relevant publications can also be immediately accessed. Cross validate with the researcher�s personal work (in the future, having enough data samples in DRP is prerequisite for this step). For example, originator M.P. simulates flow through the rock and might want to cross-validate with other simulation methods or experimental data posted in DRP. Or, perhaps, she finds that the additional datasets serve to strengthen her own findings and present them in broader context.Cite and preserve the datasets and publications used in the research. \nUploading data onto the portalTo upload data, the individual opens the website and clicks on the button to: �Upload and Publish.� The individual is then taken through a variety of steps. One step: individuals are asked to provide �metadata�, which are any accompanying information that one might need to use the images. DRP are in the process of coming up with a format for this. Another step: Once the data are ready (publishable for the portal), then the dataset gets a DOI, so that they can be cited in papers. DRP pays a company to provide DOIs to all data contributors, as an incentive to participate. \n\n","",,,,,,,,,,,,,,,,,,,,,,,,"fuchsia","Digital Rocks Portal_Prodanovic"
"2","https://docs.google.com/document/d/1Mw7-K3yCerAIs6qCVoEjlbrMt_mrJDOB2GpiIrk-Xf4/edit","","LK","8/24/2016","Rapid Real-Time Atmospheric Hazards_Chandra","Atmospheric studies","Hazards|Long-term trends","Medium","To be able to observe and model atmospheric observations at real-time and multiple time scales, in order that stakeholders can respond to hazards more quickly and effectively.\n","- network speed vs. data collection velocity�- not fast enough to capture all weather phenomenon\n- Not enough sensors in critical locations\n- Younger analysts, scientists would like to see data stored in the cloud, not just public data centers\n","(These are about data collection but could also apply to saved data)\n- Geometric mapping of different data types and all of the different inputs coming at once is really hard to do\n- Figuring out time scales to take measurements at and then matching them up - for each new variable in each location, timeframe\n- Weather effects can knock out ability to collect data, causing gaps in data\n- Synchronizing data\n\n","Input: Binary formats from radarsSigmat format, the company who makes the radartimevariable, etc.\nOutput formats:NetCDF, HDF, Universal format\n\n","MATLAB\nIDL\nVCHILL\nNCAR tool","none mentioned","","EC funded",,,,,,,,,,,,,,,,,,,,,,,,"golden","Rapid Real-Time Atmospheric Hazards_Chandra"
"6","Experimental Debris flow data_Hsu.docx","","KS","8/16/2016","Experimental debris flow data","Geomorphology|Earth surface processes","Hazards|Predictions","Medium","To facilitate and make more efficient the modeling of erosion/weathering by developing community repositories for data and scripts, with examples standards for the data and examples of how to document workflows.","- There is no community repository that will take all their data or their scripts. Having better access to data and scripts would make research more efficient - she was rewriting code, as a non-programmer, that had likely already been written by someone.\n- The field has limited access to software technicians who have sufficient knowledge of their field to write, and document for reuse, needed software. Ontosoft exists, but her community has not yet bought in\n- their data volumes are large - too large for some repositories. \n- Insufficient community standards for the data she collects\n- NSF does not fund long term repositories","","- Data Source: laboratory experiments\n- Data Types: Force, video, topography (from laser and from still images. \n- Data repository: SEAD\n- Data Formats: MATLAB, .avi for videos\n- Data Volume: <1 TB for her data. But in aggregate, data volume in community is large enough to be problemantic for repository\n- Data velocity: not relevant\n- Data Veracity/Quality: instrument specific","Software used: Matlab software, Flume specific software designed by academic research group. Custom Visual Basic program to monitor sensors in real time. ","community standards do not exist and are needed","The EC Sediment Experimentalist Network (SEN) is informing what type of information should be stored (raw, processed, which metadata)? What are the best practices for documenting information, so that the information can be easily transferred to a repository? \n- EC Ontosoft could help better document and curate software and scripts, but her community must buy into it and begin using it (e.g., critical mass).\n","",,,,,,,,,,,,,,,,,,,,,,,,"golden","Experimental debris flow data"
"10","CPO and 3D strain data integration_Mookerjee.docx","","KS","8/17/2016","CPO and 3D strain data integration","Structural geology|Tectonophysics","Sources of variability","Medium"," More efficient and complete generation of information from existing crystallographic texture data by improved community data management and sharing mechanisms, and by developing statistical models that integrate these data with three-dimensional strain data. With the ultimate goal of understanding kinematics of faults and shear zones, so that we have a greater understanding of how the structural changes inside the earth on large-time scales can be made, for instance, understanding more completely how mountains are formed.\n","- overall: good models need the integration of data from many studies and researchers. Data exist (crustallographic and 3D strain data), but are stored in personal collections. \n- Need a place to store data and analysis scripts. \n- Need to motivate community to upload/share data\n- Need middleware to translate data formats: Individual researchers are developing their own conversion scripts, which duplicates effort. Some formats are proprietary.\n- Datasets can be large - up to 1TB each - which is too large for many researchers to share on their lab websites or download for local processing\n- Need better analytic software for meta-analyses of these data - a lot of analyses are still being done by hand, inefficiently. \n- Need standards and best practices for sharing these data","- wants to online access to crystallographic and 3D strain data, as well as converstion scripts.  Much not online now. Did not specify search/discovery requirements, but could probably provide that information if asked.  ","- Data Types: crystallographic fabric/texture; 3D strains; chemistry data (ESX), EDX and EBSD data.\n- Data Formats: many. .txt. Oxford Instruments uses a *.cpr for EBSD data. Many in proprietary formats.\n- Data Repository: Strabo (in process)\n- Volume: range from <1MB to 1TB per sample. Electron Backscatter Diffraction (EBSD) produces such large datasets that they are not easily shared or even stored on an individual researchers� webpage\n- Data Variability, Veracity/Quality, Velocity not named as issuesl ","- Matlab, Mathematica scripts\n- Middleware for translating between data formats (particularly between data files generated by different analytical equipment and different equipment companies)\n- Analytical software that allows for analysis of large, integrated crystallographic and 3D datasets (existing tools for large scale analysis are not sufficient.)","None that he is aware of","EC Strabo project is critical data repository (but may need more storage)","",,,,,,,,,,,,,,,,,,,,,,,,"golden","CPO and 3D strain data integration"
"16","https://drive.google.com/drive/folders/0B-WQtNtnyJLTRkM1c1IzNzc2dm8","","LK","8/25/2016","Deformation of active volcanoes_Freymueller","Geodesy and gravity","None volunteered. Could be: Hazards, Long -term trends","Medium","To understand how, where, and when magma accumulates underneath active volcanoes, and what is involved in the eruption process for getting magma up the surface.","- latency in data collection of weeks\n- Quality control of data\n- Having accurate and up-to-date metadata from multiple contributors\n- Usability of InSAR data","See CI Challenges","Formats: RINIX � for raw data; time series of positions for each site are stored in a simple ASCII file with fields separated by whitespace\n\nData types: GPS and InSAR\n","MATLAB\nJPL - GIPSY/OASIS\nC, Fortran (inhouse)","Processed by UNAVCO to turn into metadata","Also interested in improved visualization and modeling, including via standardized tools. Scriptable interactive tools for visualization in particular","",,,,,,,,,,,,,,,,,,,,,,,,"golden","Deformation of active volcanoes_Freymueller"
"21","Intermittent Aeolian Transport on Earth and Mars_Swann.docx","","KS","8/19/2016","Intermittent Aeolian Transport on Earth and Mars","Planetary Sciences|Solid Surface Planets","Prediction|Sources of Variability","Medium","To use lab exeriments to observe and quantify the threshold  and characterize the modes of movement of aeolian sand transport on Earth and Mars; to improve models of aeolian transport.","- field data from two instruments must be manually integrated. Having one acquisition system would help. \n- she collects data on her laptop, and it fills up. Would be better if data were collected on a computer with more space. It also takes time and money to make copies of the data for backup. \n- Primary challenge: there is no repository for video and flow velocity data. She gets comparison data out of publications, which limits the field's progress. \n- insufficient experimental protocols and standards exist.","There is no repository where she can find comparative data - she is searching for data in literature. ","- Data Sources: Wind tunnel experiments. \n- Data Formats: *.dat that gets changed to *.txt for Matlab, and then becomes *.mat. Images are *.avi. Movies are *.mp4 and *.mov.\n- Data Volume: She saves most data at *.dat (reduced size), so she has lots of data in files of about 40-45 MB. Data volume is a challenge. \n- Data Velocity: They generate about 7GB + 40-80 MB, per day.\n- Data Variety: different instruments provide different formats. ","Software: VLC to splice videos, Matlab for analysis. They take *.mpeg from VLC and bring it into Matlab to extract the frames. ","None mentioned. Lack of experimental protocols is a challenge","","",,,,,,,,,,,,,,,,,,,,,,,,"golden","Intermittent Aeolian Transport on Earth and Mars"
"32","https://drive.google.com/open?id=11Oq0O_v3S4xn4wtxXQ7XYYVgZ5iB1hzHSFj-c8NqdhI","","LK","9/13/2016","Reconstructing ancient rivers sedimentology from the  Paleocene-Eocene thermal maximum in Big Horn Basin Wyoming.","Hydrogeology|Global change","Long-term trends|Sources of variability|State parameters","Medium","The goals here are to use the stratigraphic record to infer past changes on the Earth�s surface related to continental rifting.","- Data are complex (field data, photos, samples, etc.), heriarchical, and have relationships between them - no system does this. Managing time is also challenging. Do not have any standards for how to handle. \n- Funding lag for long-term data storage. NSF - unsure about, NIH has promised to fund some. Want it to sustainable, beyond on NSF funding cycle.","- Data is stored both in SEAD, an NSF -funded project online database and also in SEN (an RCN).   Also GeoPRISMs. But the PIs data is stored in lots of diverse locations. This seems to be on purpose because Kyle Straub is a test case (for what?)\n- No obvious way to combine experiments to numerical models (models are often in CSDMS)\n- Funding lag for long-term data storage","DEMs of topography in ASCII, xy attributes. \nBinary data stored by instrument, often proprietary format. ","R\nMATLAB\nExcel\nDelft3d","Some SEASAR, IDEA\nComplicated story","They use MATLAB for data visualization and analytics, PETREL, and other software, including Excel for visualization, too (Why 2 tools for visualization?)","",,,,,,,,,,,,,,,,,,,,,,,,"golden","Reconstructing ancient rivers sedimentology from the  Paleocene-Eocene thermal maximum in Big Horn Basin Wyoming."
"33","Storage and use of experimental sedimentology data - Kyle Straub","","KS","8/22/2016","Storage and use of experimental sedimentology data","Earth surface processes|Stratigraphy|Hydrology|Marine geology","Long term trends|Prediction","Medium","Understanding how stratigraphic surfaces are related to changes in geomorphic surfaces that existed at certain times on the Earth�s surface through both experiments and modeling. ","- My data is currently stored in diverse locations for different people in my community and in different databases. They have been mostly good about allowing me to utilize different places because I�m considered a test case.\n- One of the problems linking experiments to numerical models is that often the numbers that exist between field and numerical models versus those collected via experimentation are challenging to deal and there is not standard or uniform means of combining this data.\n- There is a challenge to see if our models are producing similar stratigraphic models after multiple runs but we don�t have the temporal depth to be able to measure all these model runs over a long period of time.\n- Funding and reliability of funding for CI is uncertain. \n- PIs need to understand what they should be doing with data, and this ""needs to come from NSF, a roadmap, because we have enough challenges as it is. ""\n","- the end goal is to connect expiremental data and models, but discovery vision not given. ","Data Repositories: SEAD (Sustainable Environment through Actionable Data), GeoPRISMS (Geodynamic Processes at Rifting and Subducting Margins), SEN (Sediment Experimentalists Network), his personal holdings (and presumably those of similar researchers)\nData Types: Numerical models; LIDAR and topographic maps; seismic data; experiments in lab and field sediment data.\nData Formats: DEMs of topography ar ASCII xy, SG for subsurface stratigraphy and others, binary data formats - often proprietary, header information about grain size distribution\nData Volume: Any one map could be 100mbs, and we�re collecting 100 of them, so then you have large masses that include sizes less than 1mb up to 100mbs\nData Veracity/quality: Some of the issues that we have with respect to data quality are topographic measurements that are well below 1mm in accuracy. We have challenges with the LIDAR data and how quickly it can be collected at higher spatial resolutions, but you want them to run in a reasonable format and how often you are going to run them is important. There are similar problems when measuring using instrumentation, including Doppler measurements: how accurately you can relate these is a chronic challenge.\n","Software: Primarily our work falls between MATLAB at the field-scale and seismic interpretation packages developed by the energy industry. These include the industry standard Kingdom Suite. Another program used is called PETREL. Excel for visualization, of course. R and Python, other than MATLAB and PETREL, are the two other significant programs we use in our lab.\n- CSDMS is a source of models. ","We have our own best model for our data, which we have carried over to SEAD.","Uses EC SEN project, which stores information about experiments that have been done in the past and provides link for where it�s to be stored. ","",,,,,,,,,,,,,,,,,,,,,,,,"golden","Storage and use of experimental sedimentology data"
"37","Chemical properties of surface and groundwater - Claire Lunch","","KS","8/23/2016","Chemical properties of surface and groundwater","Biogeosciences|Hydrology|Global change|Informatics","State parameters|Long term trends","Medium","Facilitate diverse ecological forecasting through a better data management system for water/groundwater chemical analyses that can streamline data uploads, relate different data taken at the same site/time, and better user access. ","- diverse data, many data providers, diverse users. Relationships between related data not currently captured.\n- Data are not currently all centralized.\n- need better QC associated with ingest.","Most of the instrumented data, like towers measuring atmospheric variables and the like are data set in time series with a time stamp and a value, time stamp and a value, etc. You can have millions of these time series for each instrument. From a database point of view this is relatively simple. When you start looking at the observational data, however, it is very different: the data isn�t simply a time stamp and a value anymore. You might have context, such as �I measured water chemistry on this water sample X,� and �I also measured these other products on this other sample.� So it gets more complicated. We need that linkage built into to system, such that a sample taken will ultimately build toward a database that has all the interrelations and is more complicated than just one simple product. ","- Data Source/Type: analyses of water samples, with sample lat/lon, date, and elevation, etc.\n- Data Repositories: NEON data portal\n- Data Format: mainly CSV on collection side. Oracle back end. EML for metadata\n- Data Volume: not an issue. Largest is multiple MG per year for all the sites.\n- Data Veracity/Quality: is a concern. Writing down sample data incorrectly is an issue. Can be date wrong, sorted wrong, ented twice, etc. \n","Oracle database back end. Liferay software. ","Ecological Metadata Language (EML) for metadata ","","This use case lacked some clarity in that the overall NEON goals and a more specific water chemistry project were conflated. And NEON seems to be building the system they want, so it isn't clear if there will be an unmet need.",,,,,,,,,,,,,,,,,,,,,,,,"golden","Chemical properties of surface and groundwater"
"38","https://drive.google.com/open?id=11J2vFCnAnVpmugCw778F5MZJZISgUDhItWHD6KG4esA","","LK","9/13/2016","GEO-inspired Data-Enabled Materials in Aid of Society (GEO-DE MAS)","Mineral physics","State parameters|Hazards|Predictions","Medium","to understand chemical and physical properties and behavior of minerals for better disaster prediction (volcano eruptions, earthquakes). On the technological side, to develop better materials for engineering, electronics, energy storage, etc. by learning from minerals and other geo-materials. \n\n","-Need more funding and more support for putting the entries into the database to keep up with competition. Currently 50,000 entries.\n- Want databases that are accessible. The databases should be more comprehensive and cover the right disciplines (seismology, for example)\n- Need training on experiments, how to run simulations\n- Need more efforts, people to build good, stable software for the community","-Databases aren't comprehensive, accessible","�Data Sources: \n  - various forms of digital imagery, including x-ray diffraction and fluorescence, as well as measurements of thermodynamic properties that include e.g. melting temperatures, thermal expansion, etc. The synchrotron facilities provide much of this data.\n  - Density functional theory calculations\n�Data Formats: \n  - The x-ray images are stored in standard graphics format (e.g. tiff), as in proprietary compressed image format specific to detector manufacturer. \n  - Crystallographic information is stored in standardized Crystallographic Information File (CIF) format, established by the International Union of Crystallography (IUCr). There is a commission that oversees the definition of these standards and keeps them up to date. \n  - Some of the data (e.g. Raman spectra, integrated powder diffraction patterns) are stored as simple ASCII files.","Excel\nIDL\nMATLAB\nOpen-source, free s/w developed at universities for analysis of crystallographic experimental data","Unclear","More on Data Analytics: We look at serial data (as a function of pressure, temperature, composition or time), and try to determine continuous trends, as well as identify discontinuities. Some data visualization capabilities are provided by the specialized data analysis software, but much of it is done with standard tools such as Excel, IDL, or Matlab. Our online databases currently do not provide visualization solutions.\n\nMore on software for analyzing experimental data is contained in the use case\n","",,,,,,,,,,,,,,,,,,,,,,,,"golden","GEO-inspired Data-Enabled Materials in Aid of Society (GEO-DE MAS)"
"44","https://drive.google.com/open?id=1qjBESWE6KjinbODPn2j3_URvVCmnl8qnNI-_m9lQvSI","","LK","9/13/2016","Convert raw sequence data into biologically relevant information","Biogeosciences|Informatics|Oceanography: biological and chemical","Sources of variability|State parameters|Long-term trends","Medium","After data retrieval, to effectively translate raw sequence data into a format that provides genomic and phylogenetic context. In order to understand complex Earth Systems, most sequence-related data sets require a workflow to process raw data into a format that has meaning in the context of biological interactions (e.g. How microbes affect Earth systems, each other, and vise versa). The general idea is to find �who is where and what they are doing� related to sequence data.","- Need documentation standards\n- large data sets require nonlinear increases in computation\n- The community needs a common resource that can be used for most data scales and projects that can be used to standardize work between small and large labs.\n","�Database limitations � microbial community members may not be represented (may not exist)\n�Large portions of seq data sets are unknown/unidentifiable (have never been identified and are discovery-based)\n�On-going community data submissions are slowly expanding reference databases; it takes while to get things QC�d and is out of our hands\n�Major databases are working to clean up their data repositories�they are always improving","�.fasta common non-proprietary format for basic sequence data\n�.fastq common non-proprietary format for sequence data linked with quality data\n�.tsv\n�.csv\n\n�Outputs may vary depending on the tool  and may have different file extensions that limit compatibility","","Stds determined by Genomic Standards Consortium: MIMS/MIGS and MIxS","","",,,,,,,,,,,,,,,,,,,,,,,,"golden","Convert raw sequence data into biologically relevant information"
"36","https://drive.google.com/open?id=0BzqmuwuUSSbtcjN6Qk1iaENEWjQ","","LK","9/13/2016","4D visualization","3D visualization for geology","Long-term trends|Hazards","Medium to high","To develop and build four-dimensional geologic models that are of use to researchers in diverse\n\ncommunities within the geosciences.","- The big challenge is the software necessary to undertake 4D visualizations to this point. There aren�t really any killer applications currently, and all of it has become quite cumbersome--we�re kludging together data sources. ArcGIS is designed for application specialists, not for the needs of geologists\n- Need an environment for data management - An industry/academic partnership to do that?  A facility that stores sophisticated maps? A library","Data is on people's computers, not accessible\nAnd when you do assemble, resulting data is large\nAlso the detail level of the data can be very variable.\nUSGS isn't addressing the needs","\n�Data Source\n? Geochronology\n�Field data\n�Stratigraphic data, including fossil\n\�Obscure things that are hard to quantify: x is older than y, in a way that is built into geologic thinking�comparative sources\n\n�Data Format\n? Map info that is input into GIS and then adapted into a 3D GIS database \n�Simple paper map scanned as a raster.\n�Geochronology sources\n�Stratigraphic formats from available software \n�Satellite imagery, including LIDAR formats","Move\nEarthVision, etc. \nParaview\n","None","Formats for the 4D visualization use several different formats. Midland Valley makes a software called Move you can�t get out into other formats. Google Collada can be adapted for Google Earth for 3D visualization, but not 4D.\n","",,,,,,,,,,,,,,,,,,,,,,,,"fuchsia","4D visualization"
"12","https://drive.google.com/drive/folders/0B-WQtNtnyJLTTl9LNmFsUkNjdU0","","LK","8/24/2016","Magnetosphere-Ionosphere-Atmosphere Coupling (MIAC) project_Gjerloev","Atmospheric|Geospace","Long-term trends|Predictions|Sources of variability","Medium?","To provide complete global and continuous electrodynamic solution of the atmosphere. Solar wind (plasma flowing away from sun), magnetosphere, and upper atmosphere (e.g., ionosphere) interact in complex fashion to affect the Earth�s space (e.g., space weather). To understand how these interactions work, it is important to be able to determine the complete electromagnetic solution of the auroral ionosphere. ","Didn't have or have access to the required data sets previously. Now, with the existence of 3 data systems, they do.\nRemaining issue related to CI is maintenance of these systems.\n","Big Data - 1 TB per year, 20 GB of data per data. ","They are combining data from the three different systems, so the data are all different. SuperDARN: collected data generated from 17 radars around the world; AMPERE: data are generated mostly from satellites; SuperMAG: data are sourced from more than 300 magnetometers located around the world (e.g., about 100 nations). All are vector measurements that represent time series data collected at different locations. ","Developed at APL","For the data format - CDF, but there are none for the community","�","This is a source of data that should be accessible via the DDH portal",,,,,,,,,,,,,,,,,,,,,,,,"golden","Magnetosphere-Ionosphere-Atmosphere Coupling (MIAC) project_Gjerloev"
